iter,is_decode,batch_size,num_tokens,max_seq_len
231,True,9,9,31748
232,True,9,9,31749
233,True,9,9,31750
234,True,9,9,31751
235,True,9,9,31752
236,True,9,9,31753
237,True,9,9,31754
238,True,9,9,31755
239,True,9,9,31756
240,True,9,9,31757
241,True,9,9,31758
242,True,9,9,31759
243,True,9,9,31760
244,True,9,9,31761
245,True,9,9,31762
246,True,9,9,31763
247,True,9,9,31764
248,True,9,9,31765
249,True,9,9,31766
250,True,9,9,31767
251,True,9,9,31768
252,True,9,9,31769
253,True,9,9,31770
254,True,9,9,31771
255,True,9,9,31772
256,True,9,9,31773
257,True,9,9,31774
258,True,9,9,31775
259,True,9,9,31776
260,True,9,9,31777
261,True,9,9,31778
262,True,9,9,31779
263,True,9,9,31780
264,True,9,9,31781
265,True,9,9,31782
266,True,9,9,31783
267,True,9,9,31784
268,True,9,9,31785
269,True,9,9,31786
270,True,9,9,31787
271,True,9,9,31788
272,True,9,9,31789
273,True,9,9,31790
274,True,9,9,31791
275,True,9,9,31792
276,True,9,9,31793
277,True,9,9,31794
278,True,9,9,31795
279,True,9,9,31796
280,True,9,9,31797
281,True,9,9,31798
282,True,9,9,31799
283,True,9,9,31800
284,True,9,9,31801
285,True,9,9,31802
286,True,9,9,31803
287,True,9,9,31804
288,True,9,9,31805
289,True,9,9,31806
290,True,9,9,31807
291,True,9,9,31808
292,True,9,9,31809
293,True,9,9,31810
294,True,9,9,31811
295,True,9,9,31812
296,True,9,9,31813
297,True,7,7,34050
298,True,7,7,34051
299,True,7,7,34052
300,True,7,7,34053
301,True,7,7,34054
302,True,7,7,34055
303,True,7,7,34056
304,True,7,7,34057
305,True,7,7,34058
306,True,7,7,34059
307,True,7,7,34060
308,True,7,7,34061
309,True,7,7,34062
310,True,7,7,34063
311,True,7,7,34064
312,True,7,7,34065
313,True,7,7,34066
314,True,7,7,34067
315,True,7,7,34068
316,True,7,7,34069
317,True,7,7,34070
318,True,7,7,34071
319,True,7,7,34072
320,True,7,7,34073
321,True,7,7,34074
322,True,7,7,34075
323,True,7,7,34076
324,True,7,7,34077
325,True,7,7,34078
326,True,7,7,34079
327,True,7,7,34080
328,True,7,7,34081
329,True,7,7,34082
330,True,7,7,34083
331,True,7,7,34084
332,True,7,7,34085
333,True,7,7,34086
334,True,7,7,34087
335,True,7,7,34088
336,True,7,7,34089
337,True,7,7,34090
338,True,7,7,34091
339,True,7,7,34092
340,True,7,7,34093
341,True,7,7,34094
342,True,7,7,34095
343,True,7,7,34096
344,True,7,7,34097
345,True,7,7,34098
346,True,7,7,34099
347,True,7,7,34100
348,True,7,7,34101
349,True,7,7,34102
350,True,7,7,34103
351,True,7,7,34104
352,True,7,7,34105
353,True,7,7,34106
354,True,7,7,34107
355,True,7,7,34108
356,True,7,7,34109
357,True,7,7,34110
358,True,7,7,34111
359,True,7,7,34112
360,True,7,7,34113
361,True,7,7,34114
362,True,7,7,34115
363,True,7,7,34116
364,True,7,7,34117
365,True,7,7,34118
366,True,7,7,34119
367,True,7,7,34120
368,True,7,7,34121
369,True,7,7,34122
370,True,7,7,34123
371,True,7,7,34124
372,True,7,7,34125
373,True,7,7,34126
374,True,7,7,34127
375,True,7,7,34128
376,True,7,7,34129
377,True,7,7,34130
378,True,7,7,34131
379,True,7,7,34132
380,True,7,7,34133
381,True,7,7,34134
382,True,7,7,34135
383,True,7,7,34136
384,True,7,7,34137
385,True,7,7,34138
386,True,7,7,34139
387,True,7,7,34140
388,True,7,7,34141
389,True,7,7,34142
390,True,7,7,34143
391,True,7,7,34144
392,True,7,7,34145
393,True,7,7,34146
394,True,7,7,34147
395,True,7,7,34148
396,True,7,7,39205
397,True,7,7,39206
398,True,7,7,39207
399,True,7,7,39208
400,True,7,7,39209
401,True,7,7,39210
402,True,7,7,39211
403,True,7,7,39212
404,True,7,7,39213
405,True,7,7,39214
406,True,7,7,39215
407,True,7,7,39216
408,True,7,7,39217
409,True,7,7,39218
410,True,7,7,39219
411,True,7,7,39220
412,True,7,7,39221
413,True,7,7,39222
414,True,7,7,39223
415,True,7,7,39224
416,True,7,7,39225
417,True,7,7,39226
418,True,7,7,39227
419,True,7,7,39228
420,True,7,7,39229
421,True,7,7,39230
422,True,7,7,39231
423,True,7,7,39232
424,True,7,7,39233
425,True,7,7,39234
426,True,7,7,39235
427,True,7,7,39236
428,True,7,7,39237
429,True,7,7,39238
430,True,7,7,39239
431,True,7,7,39240
432,True,7,7,39241
433,True,7,7,39242
434,True,7,7,39243
435,True,7,7,39244
436,True,7,7,39245
437,True,7,7,39246
438,True,7,7,39247
439,True,7,7,39248
440,True,7,7,39249
441,True,7,7,39250
442,True,7,7,39251
443,True,7,7,39252
444,True,7,7,39253
445,True,7,7,39254
446,True,7,7,39255
447,True,7,7,39256
448,True,7,7,39257
449,True,7,7,39258
450,True,7,7,39259
451,True,7,7,39260
452,True,7,7,39261
453,True,7,7,39262
454,True,7,7,39263
455,True,7,7,39264
456,True,7,7,39265
457,True,7,7,39266
458,True,7,7,39267
459,True,7,7,39268
460,True,7,7,39269
461,True,7,7,39270
462,True,7,7,39271
463,True,7,7,39272
464,True,7,7,39273
465,True,7,7,39274
466,True,7,7,39275
467,True,7,7,39276
468,True,7,7,39277
469,True,7,7,39278
470,True,7,7,39279
471,True,7,7,39280
472,True,7,7,39281
473,True,7,7,39282
474,True,7,7,39283
475,True,7,7,39284
476,True,7,7,39285
477,True,7,7,39286
478,True,7,7,39287
479,True,7,7,39288
480,True,7,7,39289
481,True,7,7,39290
482,True,7,7,39291
483,True,7,7,39292
484,True,7,7,39293
485,True,7,7,39294
486,True,7,7,39295
487,True,7,7,39296
488,True,7,7,39297
489,True,7,7,39298
490,True,7,7,39299
491,True,7,7,39300
492,True,7,7,39301
493,True,7,7,39302
494,True,7,7,39303
495,True,8,8,31222
496,True,8,8,31223
497,True,8,8,31224
498,True,8,8,31225
499,True,8,8,31226
500,True,8,8,31227
501,True,8,8,31228
502,True,8,8,31229
503,True,8,8,31230
504,True,8,8,31231
505,True,8,8,31232
506,True,8,8,31233
507,True,8,8,31234
508,True,8,8,31235
509,True,8,8,31236
510,True,8,8,31237
511,True,8,8,31238
512,True,8,8,31239
513,True,8,8,31240
514,True,8,8,31241
515,True,8,8,31242
516,True,8,8,31243
517,True,8,8,31244
518,True,8,8,31245
519,True,8,8,31246
520,True,8,8,31247
521,True,8,8,31248
522,True,8,8,31249
523,True,8,8,31250
524,True,8,8,31251
525,True,8,8,31252
526,True,8,8,31253
527,True,8,8,31254
528,True,8,8,31255
529,True,8,8,31256
530,True,8,8,31257
531,True,8,8,31258
532,True,8,8,31259
533,True,8,8,31260
534,True,8,8,31261
535,True,8,8,31262
536,True,8,8,31263
537,True,8,8,31264
538,True,8,8,31265
539,True,8,8,31266
540,True,8,8,31267
541,True,8,8,31268
542,True,8,8,31269
543,True,8,8,31270
544,True,8,8,31271
545,True,8,8,31272
546,True,8,8,31273
547,True,8,8,31274
548,True,8,8,31275
549,True,8,8,31276
550,True,8,8,31277
551,True,8,8,31278
552,True,8,8,31279
553,True,8,8,31280
554,True,8,8,31281
555,True,8,8,31282
556,True,8,8,31283
557,True,8,8,31284
558,True,8,8,31285
559,True,8,8,31286
560,True,8,8,31287
561,True,8,8,31288
562,True,8,8,31289
563,True,8,8,31290
564,True,8,8,31291
565,True,8,8,31292
566,True,8,8,31293
567,True,8,8,31294
568,True,8,8,31295
569,True,8,8,31296
570,True,8,8,31297
571,True,8,8,31298
572,True,8,8,31299
573,True,8,8,31300
574,True,8,8,31301
575,True,8,8,31302
576,True,8,8,31303
577,True,8,8,31304
578,True,8,8,31305
579,True,8,8,31306
580,True,8,8,31307
581,True,8,8,31308
582,True,8,8,31309
583,True,8,8,31310
584,True,8,8,31311
585,True,8,8,31312
586,True,8,8,31313
587,True,8,8,31314
588,True,8,8,31315
589,True,8,8,31316
590,True,8,8,31317
591,True,8,8,31318
592,True,8,8,31319
593,True,8,8,31320
594,True,8,8,35955
595,True,8,8,35956
596,True,8,8,35957
597,True,8,8,35958
598,True,8,8,35959
599,True,8,8,35960
600,True,8,8,35961
601,True,8,8,35962
602,True,8,8,35963
603,True,8,8,35964
604,True,8,8,35965
605,True,8,8,35966
606,True,8,8,35967
607,True,8,8,35968
608,True,8,8,35969
609,True,8,8,35970
610,True,8,8,35971
611,True,8,8,35972
612,True,8,8,35973
613,True,8,8,35974
614,True,8,8,35975
615,True,8,8,35976
616,True,8,8,35977
617,True,8,8,35978
618,True,8,8,35979
619,True,8,8,35980
620,True,8,8,35981
621,True,8,8,35982
622,True,8,8,35983
623,True,8,8,35984
624,True,8,8,35985
625,True,8,8,35986
626,True,8,8,35987
627,True,8,8,35988
628,True,8,8,35989
629,True,8,8,35990
630,True,8,8,35991
631,True,8,8,35992
632,True,8,8,35993
633,True,8,8,35994
634,True,8,8,35995
635,True,8,8,35996
636,True,8,8,35997
637,True,8,8,35998
638,True,8,8,35999
639,True,8,8,36000
640,True,8,8,36001
641,True,8,8,36002
642,True,8,8,36003
643,True,8,8,36004
644,True,8,8,36005
645,True,8,8,36006
646,True,8,8,36007
647,True,8,8,36008
648,True,8,8,36009
649,True,8,8,36010
650,True,8,8,36011
651,True,8,8,36012
652,True,8,8,36013
653,True,8,8,36014
654,True,8,8,36015
655,True,8,8,36016
656,True,8,8,36017
657,True,8,8,36018
658,True,8,8,36019
659,True,8,8,36020
660,True,8,8,36021
661,True,8,8,36022
662,True,8,8,36023
663,True,8,8,36024
664,True,8,8,36025
665,True,8,8,36026
666,True,8,8,36027
667,True,8,8,36028
668,True,8,8,36029
669,True,8,8,36030
670,True,8,8,36031
671,True,8,8,36032
672,True,8,8,36033
673,True,8,8,36034
674,True,8,8,36035
675,True,8,8,36036
676,True,8,8,36037
677,True,8,8,36038
678,True,8,8,36039
679,True,8,8,36040
680,True,8,8,36041
681,True,8,8,36042
682,True,8,8,36043
683,True,8,8,36044
684,True,8,8,36045
685,True,8,8,36046
686,True,8,8,36047
687,True,8,8,36048
688,True,8,8,36049
689,True,8,8,36050
690,True,8,8,36051
691,True,8,8,36052
692,True,8,8,36053
693,True,8,8,31809
694,True,8,8,31810
695,True,8,8,31811
696,True,8,8,31812
697,True,8,8,31813
698,True,8,8,31814
699,True,8,8,31815
700,True,8,8,31816
701,True,8,8,31817
702,True,8,8,31818
703,True,8,8,31819
704,True,8,8,31820
705,True,8,8,31821
706,True,8,8,31822
707,True,8,8,31823
708,True,8,8,31824
709,True,8,8,31825
710,True,8,8,31826
711,True,8,8,31827
712,True,8,8,31828
713,True,8,8,31829
714,True,8,8,31830
715,True,8,8,31831
716,True,8,8,31832
717,True,8,8,31833
718,True,8,8,31834
719,True,8,8,31835
720,True,8,8,31836
721,True,8,8,31837
722,True,8,8,31838
723,True,8,8,31839
724,True,8,8,31840
725,True,8,8,31841
726,True,8,8,31842
727,True,8,8,31843
728,True,8,8,31844
729,True,8,8,31845
730,True,8,8,31846
731,True,8,8,31847
732,True,8,8,31848
733,True,8,8,31849
734,True,8,8,31850
735,True,8,8,31851
736,True,8,8,31852
737,True,8,8,31853
738,True,8,8,31854
739,True,8,8,31855
740,True,8,8,31856
741,True,8,8,31857
742,True,8,8,31858
743,True,8,8,31859
744,True,8,8,31860
745,True,8,8,31861
746,True,8,8,31862
747,True,8,8,31863
748,True,8,8,31864
749,True,8,8,31865
750,True,8,8,31866
751,True,8,8,31867
752,True,8,8,31868
753,True,8,8,31869
754,True,8,8,31870
755,True,8,8,31871
756,True,8,8,31872
757,True,8,8,31873
758,True,8,8,31874
759,True,8,8,31875
760,True,8,8,31876
761,True,8,8,31877
762,True,8,8,31878
763,True,8,8,31879
764,True,8,8,31880
765,True,8,8,31881
766,True,8,8,31882
767,True,8,8,31883
768,True,8,8,31884
769,True,8,8,31885
770,True,8,8,31886
771,True,8,8,31887
772,True,8,8,31888
773,True,8,8,31889
774,True,8,8,31890
775,True,8,8,31891
776,True,8,8,31892
777,True,8,8,31893
778,True,8,8,31894
779,True,8,8,31895
780,True,8,8,31896
781,True,8,8,31897
782,True,8,8,31898
783,True,8,8,31899
784,True,8,8,31900
785,True,8,8,31901
786,True,8,8,31902
787,True,8,8,31903
788,True,8,8,31904
789,True,8,8,31905
790,True,8,8,31906
791,True,8,8,31907
792,True,8,8,30480
793,True,8,8,30481
794,True,8,8,30482
795,True,8,8,30483
796,True,8,8,30484
797,True,8,8,30485
798,True,8,8,30486
799,True,8,8,30487
800,True,8,8,30488
801,True,8,8,30489
802,True,8,8,30490
803,True,8,8,30491
804,True,8,8,30492
805,True,8,8,30493
806,True,8,8,30494
807,True,8,8,30495
808,True,8,8,30496
809,True,8,8,30497
810,True,8,8,30498
811,True,8,8,30499
812,True,8,8,30500
813,True,8,8,30501
814,True,8,8,30502
815,True,8,8,30503
816,True,8,8,30504
817,True,8,8,30505
818,True,8,8,30506
819,True,8,8,30507
820,True,8,8,30508
821,True,8,8,30509
822,True,8,8,30510
823,True,8,8,30511
824,True,8,8,30512
825,True,8,8,30513
826,True,8,8,30514
827,True,8,8,30515
828,True,8,8,30516
829,True,8,8,30517
830,True,8,8,30518
831,True,8,8,30519
832,True,8,8,30520
833,True,8,8,30521
834,True,8,8,30522
835,True,8,8,30523
836,True,8,8,30524
837,True,8,8,30525
838,True,8,8,30526
839,True,8,8,30527
840,True,8,8,30528
841,True,8,8,30529
842,True,8,8,30530
843,True,8,8,30531
844,True,8,8,30532
845,True,8,8,30533
846,True,8,8,30534
847,True,8,8,30535
848,True,8,8,30536
849,True,8,8,30537
850,True,8,8,30538
851,True,8,8,30539
852,True,8,8,30540
853,True,8,8,30541
854,True,8,8,30542
855,True,8,8,30543
856,True,8,8,30544
857,True,8,8,30545
858,True,8,8,30546
859,True,8,8,30547
860,True,8,8,30548
861,True,8,8,30549
862,True,8,8,30550
863,True,8,8,30551
864,True,8,8,30552
865,True,8,8,30553
866,True,8,8,30554
867,True,8,8,30555
868,True,8,8,30556
869,True,8,8,30557
870,True,8,8,30558
871,True,8,8,30559
872,True,8,8,30560
873,True,8,8,30561
874,True,8,8,30562
875,True,8,8,30563
876,True,8,8,30564
877,True,8,8,30565
878,True,8,8,30566
879,True,8,8,30567
880,True,8,8,30568
881,True,8,8,30569
882,True,8,8,30570
883,True,8,8,30571
884,True,8,8,30572
885,True,8,8,30573
886,True,8,8,30574
887,True,8,8,30575
888,True,8,8,30576
889,True,8,8,30577
890,True,8,8,30578
891,True,7,7,33399
892,True,7,7,33400
893,True,7,7,33401
894,True,7,7,33402
895,True,7,7,33403
896,True,7,7,33404
897,True,7,7,33405
898,True,7,7,33406
899,True,7,7,33407
900,True,7,7,33408
901,True,7,7,33409
902,True,7,7,33410
903,True,7,7,33411
904,True,7,7,33412
905,True,7,7,33413
906,True,7,7,33414
907,True,7,7,33415
908,True,7,7,33416
909,True,7,7,33417
910,True,7,7,33418
911,True,7,7,33419
912,True,7,7,33420
913,True,7,7,33421
914,True,7,7,33422
915,True,7,7,33423
916,True,7,7,33424
917,True,7,7,33425
918,True,7,7,33426
919,True,7,7,33427
920,True,7,7,33428
921,True,7,7,33429
922,True,7,7,33430
923,True,7,7,33431
924,True,7,7,33432
925,True,7,7,33433
926,True,7,7,33434
927,True,7,7,33435
928,True,7,7,33436
929,True,7,7,33437
930,True,7,7,33438
931,True,7,7,33439
932,True,7,7,33440
933,True,7,7,33441
934,True,7,7,33442
935,True,7,7,33443
936,True,7,7,33444
937,True,7,7,33445
938,True,7,7,33446
939,True,7,7,33447
940,True,7,7,33448
941,True,7,7,33449
942,True,7,7,33450
943,True,7,7,33451
944,True,7,7,33452
945,True,7,7,33453
946,True,7,7,33454
947,True,7,7,33455
948,True,7,7,33456
949,True,7,7,33457
950,True,7,7,33458
951,True,7,7,33459
952,True,7,7,33460
953,True,7,7,33461
954,True,7,7,33462
955,True,7,7,33463
956,True,7,7,33464
957,True,7,7,33465
958,True,7,7,33466
959,True,7,7,33467
960,True,7,7,33468
961,True,7,7,33469
962,True,7,7,33470
963,True,7,7,33471
964,True,7,7,33472
965,True,7,7,33473
966,True,7,7,33474
967,True,7,7,33475
968,True,7,7,33476
969,True,7,7,33477
970,True,7,7,33478
971,True,7,7,33479
972,True,7,7,33480
973,True,7,7,33481
974,True,7,7,33482
975,True,7,7,33483
976,True,7,7,33484
977,True,7,7,33485
978,True,7,7,33486
979,True,7,7,33487
980,True,7,7,33488
981,True,7,7,33489
982,True,7,7,33490
983,True,7,7,33491
984,True,7,7,33492
985,True,7,7,33493
986,True,7,7,33494
987,True,7,7,33495
988,True,7,7,33496
989,True,7,7,33497
990,True,9,9,35061
991,True,9,9,35062
992,True,9,9,35063
993,True,9,9,35064
994,True,9,9,35065
995,True,9,9,35066
996,True,9,9,35067
997,True,9,9,35068
998,True,9,9,35069
999,True,9,9,35070
1000,True,9,9,35071
1001,True,9,9,35072
1002,True,9,9,35073
1003,True,9,9,35074
1004,True,9,9,35075
1005,True,9,9,35076
1006,True,9,9,35077
1007,True,9,9,35078
1008,True,9,9,35079
1009,True,9,9,35080
1010,True,9,9,35081
1011,True,9,9,35082
1012,True,9,9,35083
1013,True,9,9,35084
1014,True,9,9,35085
1015,True,9,9,35086
1016,True,9,9,35087
1017,True,9,9,35088
1018,True,9,9,35089
1019,True,9,9,35090
1020,True,9,9,35091
1021,True,9,9,35092
1022,True,9,9,35093
1023,True,9,9,35094
1024,True,9,9,35095
1025,True,9,9,35096
1026,True,9,9,35097
1027,True,9,9,35098
1028,True,9,9,35099
1029,True,9,9,35100
1030,True,9,9,35101
1031,True,9,9,35102
1032,True,9,9,35103
1033,True,9,9,35104
1034,True,9,9,35105
1035,True,9,9,35106
1036,True,9,9,35107
1037,True,9,9,35108
1038,True,9,9,35109
1039,True,9,9,35110
1040,True,9,9,35111
1041,True,9,9,35112
1042,True,9,9,35113
1043,True,9,9,35114
1044,True,9,9,35115
1045,True,9,9,35116
1046,True,9,9,35117
1047,True,9,9,35118
1048,True,9,9,35119
1049,True,9,9,35120
1050,True,9,9,35121
1051,True,9,9,35122
1052,True,9,9,35123
1053,True,9,9,35124
1054,True,9,9,35125
1055,True,9,9,35126
1056,True,9,9,35127
1057,True,9,9,35128
1058,True,9,9,35129
1059,True,9,9,35130
1060,True,9,9,35131
1061,True,9,9,35132
1062,True,9,9,35133
1063,True,9,9,35134
1064,True,9,9,35135
1065,True,9,9,35136
1066,True,9,9,35137
1067,True,9,9,35138
1068,True,9,9,35139
1069,True,9,9,35140
1070,True,9,9,35141
1071,True,9,9,35142
1072,True,9,9,35143
1073,True,9,9,35144
1074,True,9,9,35145
1075,True,9,9,35146
1076,True,9,9,35147
1077,True,9,9,35148
1078,True,9,9,35149
1079,True,9,9,35150
1080,True,9,9,35151
1081,True,9,9,35152
1082,True,9,9,35153
1083,True,9,9,35154
1084,True,9,9,35155
1085,True,9,9,35156
1086,True,9,9,35157
1087,True,9,9,35158
1088,True,9,9,35159
1089,True,8,8,34372
1090,True,8,8,34373
1091,True,8,8,34374
1092,True,8,8,34375
1093,True,8,8,34376
1094,True,8,8,34377
1095,True,8,8,34378
1096,True,8,8,34379
1097,True,8,8,34380
1098,True,8,8,34381
1099,True,8,8,34382
1100,True,8,8,34383
1101,True,8,8,34384
1102,True,8,8,34385
1103,True,8,8,34386
1104,True,8,8,34387
1105,True,8,8,34388
1106,True,8,8,34389
1107,True,8,8,34390
1108,True,8,8,34391
1109,True,8,8,34392
1110,True,8,8,34393
1111,True,8,8,34394
1112,True,8,8,34395
1113,True,8,8,34396
1114,True,8,8,34397
1115,True,8,8,34398
1116,True,8,8,34399
1117,True,8,8,34400
1118,True,8,8,34401
1119,True,8,8,34402
1120,True,8,8,34403
1121,True,8,8,34404
1122,True,8,8,34405
1123,True,8,8,34406
1124,True,8,8,34407
1125,True,8,8,34408
1126,True,8,8,34409
1127,True,8,8,34410
1128,True,8,8,34411
1129,True,8,8,34412
1130,True,8,8,34413
1131,True,8,8,34414
1132,True,8,8,34415
1133,True,8,8,34416
1134,True,8,8,34417
1135,True,8,8,34418
1136,True,8,8,34419
1137,True,8,8,34420
1138,True,8,8,34421
1139,True,8,8,34422
1140,True,8,8,34423
1141,True,8,8,34424
1142,True,8,8,34425
1143,True,8,8,34426
1144,True,8,8,34427
1145,True,8,8,34428
1146,True,8,8,34429
1147,True,8,8,34430
1148,True,8,8,34431
1149,True,8,8,34432
1150,True,8,8,34433
1151,True,8,8,34434
1152,True,8,8,34435
1153,True,8,8,34436
1154,True,8,8,34437
1155,True,8,8,34438
1156,True,8,8,34439
1157,True,8,8,34440
1158,True,8,8,34441
1159,True,8,8,34442
1160,True,8,8,34443
1161,True,8,8,34444
1162,True,8,8,34445
1163,True,8,8,34446
1164,True,8,8,34447
1165,True,8,8,34448
1166,True,8,8,34449
1167,True,8,8,34450
1168,True,8,8,34451
1169,True,8,8,34452
1170,True,8,8,34453
1171,True,8,8,34454
1172,True,8,8,34455
1173,True,8,8,34456
1174,True,8,8,34457
1175,True,8,8,34458
1176,True,8,8,34459
1177,True,8,8,34460
1178,True,8,8,34461
1179,True,8,8,34462
1180,True,8,8,34463
1181,True,8,8,34464
1182,True,8,8,34465
1183,True,8,8,34466
1184,True,8,8,34467
1185,True,8,8,34468
1186,True,8,8,34469
1187,True,8,8,34470
1188,True,5,5,37721
1189,True,5,5,37722
1190,True,5,5,37723
1191,True,5,5,37724
1192,True,5,5,37725
1193,True,5,5,37726
1194,True,5,5,37727
1195,True,5,5,37728
1196,True,5,5,37729
1197,True,5,5,37730
1198,True,5,5,37731
1199,True,5,5,37732
1200,True,5,5,37733
1201,True,5,5,37734
1202,True,5,5,37735
1203,True,5,5,37736
1204,True,5,5,37737
1205,True,5,5,37738
1206,True,5,5,37739
1207,True,5,5,37740
1208,True,5,5,37741
1209,True,5,5,37742
1210,True,5,5,37743
1211,True,5,5,37744
1212,True,5,5,37745
1213,True,5,5,37746
1214,True,5,5,37747
1215,True,5,5,37748
1216,True,5,5,37749
1217,True,5,5,37750
1218,True,5,5,37751
1219,True,5,5,37752
1220,True,5,5,37753
1221,True,5,5,37754
1222,True,5,5,37755
1223,True,5,5,37756
1224,True,5,5,37757
1225,True,5,5,37758
1226,True,5,5,37759
1227,True,5,5,37760
1228,True,5,5,37761
1229,True,5,5,37762
1230,True,5,5,37763
1231,True,5,5,37764
1232,True,5,5,37765
1233,True,5,5,37766
1234,True,5,5,37767
1235,True,5,5,37768
1236,True,5,5,37769
1237,True,5,5,37770
1238,True,5,5,37771
1239,True,5,5,37772
1240,True,5,5,37773
1241,True,5,5,37774
1242,True,5,5,37775
1243,True,5,5,37776
1244,True,5,5,37777
