iter,is_decode,batch_size,num_tokens,max_seq_len
288,True,35,35,7921
289,True,35,35,7922
290,True,35,35,7923
291,True,35,35,7924
292,True,35,35,7925
293,True,35,35,7926
294,True,35,35,7927
295,True,35,35,7928
296,True,35,35,7929
297,True,35,35,7930
298,True,35,35,7931
299,True,35,35,7932
300,True,35,35,7933
301,True,35,35,7934
302,True,35,35,7935
303,True,35,35,7936
304,True,35,35,7937
305,True,35,35,7938
306,True,35,35,7939
307,True,35,35,7940
308,True,32,32,16759
309,True,35,35,19509
310,True,34,34,7015
311,True,34,34,34372
312,True,34,34,25983
313,True,35,35,26372
314,True,36,36,11345
315,True,37,37,21356
316,True,37,37,7021
317,True,37,37,7022
318,True,37,37,7023
319,True,37,37,7024
320,True,37,37,7025
321,True,37,37,7026
322,True,37,37,7027
323,True,37,37,7028
324,True,37,37,7029
325,True,37,37,7030
326,True,37,37,7031
327,True,37,37,7032
328,True,37,37,7033
329,True,37,37,7034
330,True,37,37,7035
331,True,37,37,7036
332,True,37,37,7037
333,True,37,37,7038
334,True,37,37,7039
335,True,37,37,7040
336,True,37,37,7041
337,True,37,37,7042
338,True,37,37,23798
339,True,37,37,7044
340,True,37,37,7045
341,True,37,37,7046
342,True,37,37,7047
343,True,37,37,7048
344,True,37,37,7049
345,True,37,37,7050
346,True,37,37,7051
347,True,37,37,7052
348,True,37,37,7053
349,True,37,37,7054
350,True,37,37,7055
351,True,37,37,7056
352,True,37,37,7057
353,True,37,37,7058
354,True,37,37,7059
355,True,37,37,7060
356,True,37,37,7061
357,True,37,37,7062
358,True,37,37,7063
359,True,37,37,7064
360,True,37,37,7065
361,True,37,37,7066
362,True,37,37,7067
363,True,37,37,7068
364,True,37,37,7069
365,True,37,37,7070
366,True,37,37,7071
367,True,37,37,7072
368,True,37,37,7073
369,True,37,37,7074
370,True,37,37,7075
371,True,37,37,7076
372,True,37,37,7077
373,True,37,37,7078
374,True,37,37,7079
375,True,37,37,7080
376,True,37,37,7081
377,True,37,37,7082
378,True,37,37,7083
379,True,37,37,7084
380,True,37,37,7085
381,True,37,37,7086
382,True,37,37,7087
383,True,37,37,7088
384,True,37,37,7089
385,True,37,37,7090
386,True,37,37,7091
387,True,37,37,7092
388,True,37,37,7093
389,True,37,37,7094
390,True,37,37,7095
391,True,37,37,7096
392,True,37,37,7097
393,True,37,37,7098
394,True,37,37,7099
395,True,37,37,7100
396,True,37,37,7101
397,True,37,37,7102
398,True,37,37,7103
399,True,37,37,7104
400,True,37,37,7105
401,True,37,37,7106
402,True,37,37,7107
403,True,37,37,7108
404,True,37,37,7109
405,True,37,37,7110
406,True,37,37,7111
407,True,19,19,29708
408,True,14,14,7546
409,True,13,13,7547
410,True,13,13,7548
411,True,12,12,7549
412,True,11,11,7550
413,True,10,10,7551
414,True,9,9,7552
415,True,8,8,7553
416,True,8,8,7554
417,True,8,8,7555
418,True,8,8,7556
419,True,8,8,7557
420,True,8,8,7558
421,True,8,8,7559
422,True,8,8,7560
423,True,8,8,7561
424,True,8,8,7562
425,True,8,8,7563
426,True,8,8,7564
427,True,8,8,7565
428,True,8,8,7566
429,True,8,8,7567
430,True,8,8,7568
431,True,8,8,7569
432,True,8,8,7570
433,True,8,8,7571
434,True,8,8,7572
435,True,8,8,7573
436,True,8,8,7574
437,True,8,8,7575
438,True,7,7,7576
439,True,7,7,7577
440,True,7,7,7578
441,True,7,7,7579
442,True,7,7,7580
443,True,7,7,7581
444,True,7,7,7582
445,True,7,7,7583
446,True,7,7,7584
447,True,7,7,7585
448,True,7,7,7586
449,True,7,7,7587
450,True,7,7,7588
451,True,7,7,7589
452,True,7,7,7590
453,True,7,7,7591
454,True,7,7,7592
455,True,7,7,7593
456,True,7,7,7594
457,True,7,7,7595
458,True,7,7,7596
459,True,7,7,7597
460,True,7,7,7598
461,True,7,7,7599
462,True,7,7,7600
463,True,7,7,7601
464,True,7,7,7602
465,True,7,7,7603
466,True,7,7,7604
467,True,7,7,7605
468,True,7,7,7606
469,True,7,7,7607
470,True,7,7,7608
471,True,7,7,7609
472,True,7,7,7610
473,True,7,7,7611
474,True,7,7,7612
475,True,7,7,7613
476,True,7,7,7614
477,True,7,7,7615
478,True,7,7,7616
479,True,7,7,7617
480,True,7,7,7618
481,True,7,7,7619
482,True,7,7,7620
483,True,7,7,7621
484,True,7,7,7622
485,True,7,7,7623
486,True,7,7,7624
487,True,7,7,7625
488,True,7,7,7626
489,True,7,7,7627
490,True,7,7,7628
491,True,7,7,7629
492,True,7,7,7630
493,True,7,7,7631
494,True,7,7,7632
495,True,7,7,7633
496,True,7,7,7634
497,True,7,7,7635
498,True,7,7,7636
499,True,7,7,7637
