iter,type,batch_size,num_tokens,max_seq_len,t_start_ms,t_end_ms,duration_ms
469,prefill,2,8192,24855,272410.596,272423.977,13.381
470,prefill,1,8192,10296,273513.743,273526.282,12.539
471,prefill,1,8192,18488,274913.115,274925.171,12.056
472,prefill,2,8192,19082,275437.491,275450.791,13.3
473,prefill,1,8192,15791,276526.816,276540.049,13.233
474,prefill,1,183,15974,277410.636,277423.753,13.116
475,decode,35,40,15975,278191.072,278191.797,0.725
476,decode,34,40,7015,278256.915,278257.392,0.477
477,prefill,1,8192,8193,278279.217,278290.629,11.412
478,prefill,1,8192,16385,278309.893,278322.95,13.057
479,prefill,1,8192,24577,278945.671,278959.048,13.376
480,prefill,1,8192,32769,279942.999,279955.106,12.107
481,prefill,1,4952,37721,281295.761,281308.048,12.288
482,decode,34,40,37722,282997.698,282998.252,0.555
483,prefill,1,8192,8193,284275.372,284287.485,12.114
484,prefill,1,6525,14718,284312.293,284324.591,12.297
485,decode,34,40,14719,284947.791,284948.842,1.051
486,prefill,1,8192,8193,285751.824,285763.361,11.537
487,prefill,1,8192,16385,285773.693,285785.917,12.225
488,prefill,1,8192,24577,286409.353,286422.527,13.175
489,prefill,1,1711,26288,287405.829,287418.427,12.598
490,decode,34,40,26289,288758.69,288759.27,0.58
491,prefill,1,8192,8193,289136.27,289148.373,12.103
492,prefill,1,8192,16385,289164.766,289176.728,11.962
493,prefill,1,8192,24577,289799.464,289811.989,12.525
494,prefill,1,5131,29708,290795.136,290807.789,12.653
495,decode,32,32,29709,292147.538,292148.232,0.694
496,decode,31,32,7550,293234.093,293234.618,0.525
497,decode,30,32,7551,293264.019,293264.42,0.401
498,decode,29,32,7552,293293.507,293293.894,0.387
499,decode,28,32,7553,293322.862,293323.238,0.376
500,decode,28,32,7554,293351.482,293351.897,0.415
501,decode,28,32,7555,293379.021,293379.391,0.37
502,decode,28,32,7556,293406.7,293407.085,0.385
503,decode,28,32,7557,293434.484,293434.862,0.378
504,decode,28,32,7558,293462.437,293462.819,0.382
505,decode,28,32,7559,293490.104,293490.474,0.369
